node_id,region,cpu_cores,mem_gb,disk_gb,gpu_model,gpu_mem_gb,cost_per_hour,network_bandwidth_mbps,base_flops
node_train_0468,shanghai,32 cores,256 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,28.2,24218,312
node_train_0469,shanghai,32 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.62,30229,82
node_train_0470,beijing,64 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.23,88989,82
node_train_0471,guangzhou,128 cores,512 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,12.56,12624,180
node_train_0472,shanghai,32 cores,256 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,32.67,90895,312
node_train_0473,shanghai,64 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.39,45314,82
node_train_0474,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.13,88781,82
node_train_0475,guangzhou,64 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,10.93,21794,180
node_train_0476,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.35,49026,180
node_train_0477,shanghai,128 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.1,84831,180
node_train_0478,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,11.92,49663,180
node_train_0479,shanghai,128 cores,256 GB,2000 GB NVMe,NVIDIA L40S-48GB,48,11.83,79455,180
node_train_0480,beijing,128 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.25,31613,82
node_train_0481,guangzhou,32 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,13.13,72946,180
node_train_0482,guangzhou,64 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,31.03,38230,312
node_train_0483,shanghai,128 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,5.01,30304,82
node_train_0484,guangzhou,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.52,62329,82
node_train_0485,shanghai,32 cores,512 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,27.99,73531,312
node_train_0486,shanghai,64 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.86,96213,82
node_train_0487,guangzhou,128 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,11.97,28906,180
node_train_0488,shanghai,64 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.83,85601,82
node_train_0489,guangzhou,64 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.9,98657,180
node_train_0490,beijing,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.93,88634,82
node_train_0491,guangzhou,64 cores,256 GB,4000 GB NVMe,NVIDIA A100-SXM4-80GB,80,27.4,53615,312
node_train_0492,beijing,32 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.53,27268,82
node_train_0493,shanghai,32 cores,256 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,12.13,10721,180
node_train_0494,beijing,32 cores,512 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.99,67973,82
node_train_0495,beijing,128 cores,512 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.5,77828,82
node_train_0496,guangzhou,32 cores,256 GB,2000 GB NVMe,NVIDIA A100-SXM4-80GB,80,29.17,67743,312
node_train_0497,shanghai,32 cores,256 GB,4000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.6,19278,82
node_train_0498,guangzhou,64 cores,256 GB,2000 GB NVMe,NVIDIA RTX 4090-24GB,24,4.55,55705,82
node_train_0499,beijing,64 cores,512 GB,4000 GB NVMe,NVIDIA L40S-48GB,48,13.05,15061,180
